Customer,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,policy_type_id,policy_lvl_id,state_id
CC15295,9743.350113,No,Extended,Bachelor,1/21/11,Employed,F,24028,Suburban,Married,82,14,27,0,2,Offer2,Agent,393.6,Four-Door Car,Small,2,7,5
KA61892,3873.647046,Yes,Basic,College,1/20/11,Retired,M,28142,Suburban,Married,105,18,50,0,1,Offer2,Agent,701.708239,Sports Car,Medsize,2,2,2
OS94884,7649.28199,No,Basic,Bachelor,1/6/11,Employed,F,52705,Rural,Married,64,14,8,1,2,Offer1,Web,128.705563,Two-Door Car,Large,2,7,2
ND87334,2287.59692,No,Basic,High School or Below,2/22/11,Unemployed,M,0,Suburban,Married,63,1,5,0,1,Offer2,Agent,679.368378,Two-Door Car,Medsize,1,1,4
ML93326,4475.424592,No,Basic,College,2/27/11,Employed,F,84903,Urban,Married,111,7,63,0,1,Offer1,Agent,497.126827,SUV,Medsize,2,4,1
YL74911,8714.922135,Yes,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Offer1,Agent,566.4,SUV,Medsize,2,2,4
JP69864,2248.449633,Yes,Basic,Bachelor,1/29/11,Retired,F,24910,Suburban,Single,63,7,63,1,1,Offer1,Branch,347.857619,Four-Door Car,Medsize,2,4,1
HL53154,7416.197322,No,Extended,Bachelor,2/22/11,Unemployed,M,0,Suburban,Single,77,15,12,2,2,Offer1,Agent,554.4,Four-Door Car,Medsize,2,2,4
RI78966,7771.158973,No,Basic,Master,2/21/11,Medical Leave,M,21876,Suburban,Married,68,12,28,0,2,Offer1,Agent,465.41477,Four-Door Car,Small,2,2,5
IC13702,6968.3419,No,Basic,Bachelor,1/10/11,Unemployed,F,0,Suburban,Single,69,33,61,1,2,Offer1,Agent,496.8,Four-Door Car,Small,2,2,4
BE10809,4250.282624,Yes,Basic,High School or Below,1/18/11,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Offer1,Agent,292.8,Four-Door Car,Small,2,4,4
HT87217,19776.56654,No,Extended,High School or Below,1/16/11,Employed,F,70699,Urban,Divorced,82,1,57,0,2,Offer3,Agent,256.813837,Four-Door Car,Medsize,2,7,5
TH95618,21343.46599,No,Basic,High School or Below,1/6/11,Unemployed,F,0,Suburban,Married,74,11,85,1,2,Offer1,Agent,355.2,Four-Door Car,Medsize,2,7,4
TS19868,2413.139714,No,Basic,College,1/27/11,Medical Leave,M,27501,Suburban,Married,63,20,0,0,1,Offer4,Branch,542.319401,Four-Door Car,Medsize,2,4,4
LP45550,15363.84716,No,Premium,Doctor,1/15/11,Disabled,F,15897,Urban,Divorced,101,30,99,0,2,Offer2,Agent,303.148399,Four-Door Car,Medsize,2,2,5
QR87004,8456.961887,No,Basic,College,1/9/11,Employed,F,25141,Rural,Divorced,73,12,4,1,2,Offer3,Agent,25.438063,Four-Door Car,Medsize,2,2,3
OE75747,2189.642522,No,Basic,College,1/28/11,Unemployed,F,0,Suburban,Married,61,5,46,3,1,Offer3,Agent,292.8,Four-Door Car,Small,2,7,3
DX91392,5780.182197,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23,0,0,8,Offer2,Call Center,787.993313,Four-Door Car,Medsize,2,7,4
AB72731,4639.981638,No,Basic,Bachelor,1/4/11,Employed,F,28358,Rural,Married,117,24,37,0,1,Offer2,Call Center,84.024413,Sports Car,Medsize,2,7,4
RU49126,4465.335703,No,Basic,College,2/1/11,Employed,F,61846,Rural,Married,112,1,48,0,1,Offer2,Agent,215.8182,SUV,Medsize,2,7,1
IS12901,5968.118877,No,Basic,Bachelor,1/27/11,Employed,F,90972,Urban,Married,74,3,47,0,8,Offer2,Call Center,232.926145,Two-Door Car,Medsize,2,2,2
IX37561,5097.763337,No,Basic,College,2/14/11,Unemployed,F,0,Suburban,Single,74,3,95,0,7,Offer3,Web,532.8,Two-Door Car,Medsize,2,2,1
HH90090,4076.634665,No,Basic,Bachelor,1/23/11,Employed,F,29549,Suburban,Divorced,104,17,51,0,1,Offer2,Call Center,710.433775,Sports Car,Small,2,7,4
IU25463,12252.60179,No,Premium,Bachelor,2/18/11,Unemployed,F,0,Suburban,Married,115,12,17,1,2,Offer1,Agent,552.0,Four-Door Car,Medsize,2,7,4
KC11055,16936.27147,No,Extended,Bachelor,1/24/11,Employed,F,39411,Suburban,Married,217,4,29,2,4,Offer3,Branch,1122.658899,Luxury Car,Medsize,2,2,3
PD33979,4892.435461,No,Basic,High School or Below,2/18/11,Employed,M,21709,Suburban,Married,62,28,17,0,3,Offer2,Branch,408.374746,Four-Door Car,Large,2,7,5
NK71023,9942.304791,No,Extended,Bachelor,1/19/11,Employed,M,67890,Suburban,Single,85,23,57,0,2,Offer4,Agent,408.0,Four-Door Car,Small,2,7,3
AB13432,3735.838129,No,Basic,Bachelor,1/4/11,Unemployed,M,0,Suburban,Single,110,3,16,0,1,Offer1,Agent,792.0,SUV,Medsize,2,2,4
OZ97704,13117.52215,No,Basic,High School or Below,2/7/11,Employed,F,84311,Suburban,Single,111,11,98,4,2,Offer3,Call Center,532.8,SUV,Small,2,2,4
UF46533,4574.524094,No,Basic,College,1/30/11,Employed,F,99316,Suburban,Single,114,26,53,0,1,Offer2,Branch,754.358929,SUV,Medsize,1,1,4
XP47431,5470.060561,Yes,Extended,Bachelor,2/17/11,Employed,F,54507,Suburban,Married,138,20,11,0,1,Offer2,Agent,702.990032,SUV,Medsize,2,4,2
GK73582,2978.84601,No,Extended,Bachelor,1/13/11,Employed,F,64586,Urban,Single,76,3,17,0,1,Offer3,Branch,206.837111,Four-Door Car,Medsize,2,4,4
RV98763,6410.967544,No,Extended,College,2/8/11,Employed,M,61709,Urban,Married,82,5,41,2,7,Offer3,Branch,275.395894,Four-Door Car,Medsize,2,2,5
II62831,4479.023088,No,Basic,Master,1/29/11,Employed,M,94656,Urban,Married,111,12,79,1,1,Offer4,Web,459.738128,SUV,Medsize,3,5,4
XK33449,2383.731879,No,Basic,High School or Below,2/5/11,Unemployed,F,0,Suburban,Single,69,5,40,0,1,Offer4,Branch,496.8,Two-Door Car,Small,3,9,4
TR85083,2764.493659,No,Basic,Bachelor,1/20/11,Employed,M,61085,Suburban,Married,70,27,34,1,1,Offer2,Branch,336.0,Two-Door Car,Medsize,2,2,4
EO95328,7920.105377,No,Basic,Bachelor,1/27/11,Employed,F,89284,Suburban,Married,67,7,31,3,2,Offer4,Agent,321.6,Two-Door Car,Small,2,7,5
EN21086,6889.097981,No,Basic,High School or Below,1/9/11,Unemployed,F,0,Suburban,Divorced,63,6,12,0,2,Offer1,Branch,302.4,Four-Door Car,Small,2,7,2
YL83902,3274.194616,No,Extended,Bachelor,1/11/11,Employed,F,31686,Suburban,Married,81,11,33,0,1,Offer1,Agent,430.994107,Four-Door Car,Small,2,2,1
AZ62651,9951.707743,No,Premium,High School or Below,2/17/11,Employed,M,56855,Suburban,Single,255,12,1,0,1,Offer4,Web,1836.0,Luxury SUV,Medsize,1,1,5
ZW25874,2521.555686,No,Basic,Bachelor,2/16/11,Employed,M,53703,Rural,Single,67,3,45,2,1,Offer1,Branch,67.632476,Four-Door Car,Medsize,3,9,5
EH41854,23706.11337,No,Extended,High School or Below,2/10/11,Unemployed,F,0,Suburban,Single,96,12,35,1,2,Offer3,Branch,844.481918,Two-Door Car,Medsize,2,4,1
MW70227,6047.02516,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76,15,60,1,4,Offer1,Branch,364.8,Four-Door Car,Medsize,2,4,4
SL22297,11140.30248,No,Premium,Master,1/21/11,Disabled,F,27679,Suburban,Single,150,30,28,0,3,Offer1,Call Center,722.486994,SUV,Medsize,2,4,4
RV14138,4334.064096,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1,67,3,1,Offer1,Agent,590.4,SUV,Medsize,2,2,3
UO62808,2799.74791,No,Basic,High School or Below,2/4/11,Employed,F,65351,Suburban,Married,69,4,54,0,1,Offer2,Call Center,481.027516,Four-Door Car,Medsize,1,6,2
ZX64745,7923.136624,No,Basic,College,1/18/11,Unemployed,M,0,Suburban,Single,113,20,1,0,7,Offer1,Agent,1124.427734,SUV,Medsize,2,7,4
FL34139,3688.110888,No,Basic,High School or Below,2/3/11,Unemployed,M,0,Suburban,Single,63,0,54,3,7,Offer1,Call Center,669.682001,Four-Door Car,Medsize,2,7,4
TS11219,12067.45599,No,Basic,College,1/2/11,Unemployed,M,0,Suburban,Single,116,14,35,0,2,Offer1,Agent,1284.093173,SUV,Medsize,2,7,4
XX12304,2924.976721,No,Basic,College,1/9/11,Employed,F,64459,Urban,Married,72,16,64,0,1,Offer2,Branch,240.259479,Four-Door Car,Medsize,2,4,4
SD64087,15014.0927,No,Premium,College,1/19/11,Employed,M,32961,Suburban,Married,190,13,53,0,3,Offer1,Branch,912.0,SUV,Small,1,3,4
OY38576,9277.233839,No,Basic,High School or Below,1/11/11,Employed,F,71416,Suburban,Divorced,116,10,0,0,3,Offer2,Agent,556.8,SUV,Medsize,1,1,5
BG76355,6274.123875,No,Extended,Bachelor,1/31/11,Employed,F,68964,Rural,Married,78,15,6,0,3,Offer3,Web,115.086827,Four-Door Car,Medsize,2,2,1
IP66913,3886.647414,No,Extended,High School or Below,1/11/11,Employed,M,78108,Suburban,Single,98,12,34,0,1,Offer2,Agent,470.4,Two-Door Car,Small,2,2,4
LE95702,4386.277558,Yes,Basic,College,2/11/11,Retired,M,10621,Suburban,Single,67,28,22,0,5,Offer1,Agent,321.6,Four-Door Car,Medsize,3,9,4
KX54357,11365.26766,No,Extended,College,1/22/11,Employed,M,84910,Urban,Married,95,4,69,0,2,Offer2,Web,383.167471,Two-Door Car,Small,1,1,1
EZ78112,5610.96434,No,Basic,High School or Below,2/24/11,Employed,F,77493,Urban,Single,70,2,35,0,3,Offer1,Agent,307.963291,Four-Door Car,Medsize,3,9,4
XN16891,2912.892035,No,Basic,College,2/28/11,Employed,M,81097,Suburban,Divorced,74,7,67,0,1,Offer4,Agent,355.2,Four-Door Car,Small,2,4,2
XK31350,6915.729915,No,Extended,College,1/25/11,Employed,F,96610,Suburban,Married,85,6,23,0,3,Offer4,Call Center,520.364752,Four-Door Car,Large,1,6,5
CC30924,6262.663307,No,Premium,College,2/26/11,Employed,M,30110,Urban,Married,159,20,71,0,1,Offer4,Agent,466.436375,Sports Car,Small,1,1,5
IT78748,6503.397049,Yes,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Offer1,Agent,451.670309,Two-Door Car,Small,3,9,5
KY33386,8007.399376,Yes,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Offer1,Web,537.6,Sports Car,Medsize,2,2,1
CO44221,2929.916512,No,Basic,College,1/2/11,Employed,M,98473,Suburban,Married,72,19,69,0,1,Offer2,Branch,345.6,Four-Door Car,Medsize,2,4,4
LK60013,5969.55297,No,Basic,Bachelor,1/26/11,Employed,F,97431,Suburban,Married,74,1,72,0,3,Offer3,Branch,355.2,Four-Door Car,Medsize,2,7,5
DE21533,5473.15987,No,Basic,Bachelor,2/2/11,Employed,M,93870,Suburban,Divorced,69,1,96,0,8,Offer1,Call Center,331.2,Four-Door Car,Medsize,2,7,4
YS94121,5645.396665,No,Basic,High School or Below,2/27/11,Employed,M,50366,Suburban,Divorced,72,9,5,0,9,Offer1,Call Center,428.734656,Four-Door Car,Small,2,4,3
UK68427,6369.262355,Yes,Extended,High School or Below,1/20/11,Employed,M,34498,Suburban,Single,83,30,72,0,7,Offer2,Branch,398.4,Two-Door Car,Small,2,2,1
TE49565,11833.76732,No,Basic,College,1/17/11,Disabled,F,16552,Suburban,Married,103,23,53,0,2,Offer2,Call Center,494.4,SUV,Small,2,2,5
RA88421,6121.107929,No,Extended,College,1/17/11,Employed,F,26787,Suburban,Married,77,7,50,0,5,Offer3,Branch,369.6,Four-Door Car,Medsize,2,2,5
KQ51983,5159.369746,No,Basic,College,2/24/11,Unemployed,M,0,Suburban,Single,74,2,42,0,9,Offer1,Branch,831.752839,Two-Door Car,Medsize,2,4,3
CD88896,2514.59196,Yes,Basic,High School or Below,2/14/11,Employed,F,43860,Rural,Single,65,15,58,0,1,Offer2,Agent,156.124914,Four-Door Car,Medsize,1,1,3
YV22553,8668.611261,No,Basic,High School or Below,2/20/11,Employed,M,21474,Urban,Married,114,13,72,2,9,Offer1,Agent,373.428187,SUV,Small,1,1,2
WU14435,4960.965384,No,Basic,Bachelor,2/19/11,Disabled,M,18174,Suburban,Married,66,8,16,0,9,Offer1,Agent,395.934815,Four-Door Car,Small,1,6,4
XV84099,5504.139033,Yes,Basic,Bachelor,2/8/11,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Offer1,Call Center,350.4,Four-Door Car,Medsize,1,6,2
RI24911,7507.455372,Yes,Basic,College,2/6/11,Employed,M,60920,Urban,Single,64,10,61,0,2,Offer2,Agent,231.201886,Two-Door Car,Medsize,2,2,2
KO26461,32269.85139,No,Extended,High School or Below,2/27/11,Employed,M,41520,Urban,Married,90,18,70,0,2,Offer1,Agent,289.904105,Four-Door Car,Medsize,2,7,2
HI14283,5657.031588,No,Premium,Bachelor,2/1/11,Unemployed,F,0,Suburban,Married,152,12,89,0,1,Offer1,Web,729.6,SUV,Small,2,2,5
PT50227,5061.757902,No,Basic,High School or Below,2/23/11,Unemployed,M,0,Suburban,Married,68,19,16,0,8,Offer3,Call Center,326.4,Two-Door Car,Medsize,2,2,2
BH36570,5912.783829,No,Basic,Bachelor,1/11/11,Employed,M,72208,Suburban,Married,73,3,84,0,8,Offer1,Branch,350.4,Two-Door Car,Small,2,2,4
TX17484,15182.27975,No,Basic,Bachelor,2/10/11,Employed,F,53863,Rural,Married,63,12,30,0,2,Offer1,Web,105.765111,Four-Door Car,Large,2,7,4
CT41158,10747.03094,No,Extended,College,2/25/11,Employed,M,66446,Urban,Divorced,136,8,77,0,3,Offer2,Branch,639.464548,SUV,Large,1,6,1
AO87348,2050.623512,No,Basic,College,2/16/11,Unemployed,M,0,Suburban,Single,61,18,26,0,1,Offer2,Agent,292.8,Four-Door Car,Small,2,2,1
DE55857,2465.444865,No,Basic,Bachelor,1/30/11,Employed,F,64997,Suburban,Single,63,7,99,1,1,Offer2,Agent,383.442328,Four-Door Car,Small,2,2,1
LF66923,5343.121327,No,Basic,High School or Below,2/11/11,Employed,F,64460,Suburban,Married,66,18,42,0,3,Offer2,Agent,316.8,Two-Door Car,Small,1,1,3
CN24514,8119.829071,No,Basic,College,1/14/11,Employed,F,46618,Rural,Married,67,22,77,0,2,Offer3,Agent,99.085943,Four-Door Car,Large,2,4,2
UW32074,4605.265164,No,Basic,College,2/14/11,Unemployed,F,0,Suburban,Divorced,64,13,64,0,4,Offer1,Branch,307.2,Four-Door Car,Small,1,1,5
HP36979,6408.785577,No,Extended,College,2/3/11,Employed,M,49988,Suburban,Married,84,6,37,5,5,Offer2,Web,566.935022,Two-Door Car,Large,2,7,4
PP40919,2376.533508,No,Extended,College,1/31/11,Unemployed,F,0,Suburban,Single,91,2,8,5,1,Offer1,Agent,436.8,Two-Door Car,Medsize,2,4,4
RO73268,3211.070017,No,Extended,Bachelor,2/15/11,Disabled,M,16269,Suburban,Divorced,86,6,84,0,1,Offer3,Agent,412.8,Two-Door Car,Medsize,1,3,4
HO61691,5094.522262,No,Basic,Bachelor,2/27/11,Employed,F,72006,Suburban,Divorced,64,4,38,0,3,Offer4,Agent,307.2,Four-Door Car,Medsize,2,4,2
BS13062,25755.27817,No,Extended,High School or Below,1/21/11,Unemployed,F,0,Suburban,Married,81,3,60,2,2,Offer4,Call Center,388.8,Four-Door Car,Small,2,7,2
FO35655,8672.229719,No,Extended,Bachelor,1/14/11,Unemployed,M,0,Suburban,Single,245,34,83,0,1,Offer1,Branch,2345.413441,Luxury SUV,Medsize,1,1,5
HR10526,8044.73072,No,Basic,Master,1/25/11,Employed,M,44320,Suburban,Married,67,13,79,0,2,Offer1,Call Center,321.6,Four-Door Car,Medsize,2,7,4
IA63417,4001.519098,No,Premium,High School or Below,2/2/11,Retired,F,19782,Suburban,Divorced,108,13,66,0,1,Offer3,Web,773.470977,Two-Door Car,Medsize,2,2,2
BH35016,16706.11699,No,Basic,Bachelor,2/9/11,Employed,F,63933,Suburban,Divorced,70,35,98,0,2,Offer1,Call Center,424.883448,Two-Door Car,Medsize,2,2,3
PK52952,8544.411077,No,Basic,Doctor,2/28/11,Employed,M,28224,Suburban,Single,109,13,13,0,8,Offer1,Call Center,523.2,SUV,Medsize,2,2,2
OD76309,7805.31287,Yes,Basic,College,1/27/11,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Offer1,Agent,508.8,SUV,Small,2,2,1
IL28481,6112.756868,No,Extended,Bachelor,2/19/11,Employed,M,63243,Urban,Married,77,21,73,0,3,Offer4,Call Center,364.240307,Four-Door Car,Large,2,2,5
GY55092,4772.943848,Yes,Extended,High School or Below,2/18/11,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Offer2,Agent,638.4,SUV,Medsize,2,2,3
UF33451,10979.09559,No,Extended,Bachelor,2/14/11,Employed,F,94827,Urban,Married,135,5,64,0,4,Offer1,Agent,354.729129,SUV,Medsize,2,2,5
CF15558,5004.263818,No,Basic,Master,1/30/11,Employed,F,39161,Urban,Married,63,18,83,1,4,Offer2,Call Center,283.995953,Two-Door Car,Small,2,2,4
JM62924,13223.04379,No,Extended,Bachelor,2/9/11,Employed,M,37534,Suburban,Married,84,2,0,2,2,Offer3,Branch,403.2,Four-Door Car,Medsize,2,2,1
EM66435,2623.31543,No,Basic,Bachelor,2/6/11,Employed,F,80210,Rural,Divorced,65,30,28,0,1,Offer1,Agent,20.543176,Four-Door Car,Medsize,1,1,5
QX45933,17840.19555,No,Basic,Bachelor,2/23/11,Unemployed,M,0,Suburban,Married,62,32,59,0,2,Offer1,Agent,385.115437,Four-Door Car,Small,2,4,4
JI71369,5106.111827,No,Basic,College,2/22/11,Employed,F,30110,Rural,Married,64,2,4,0,5,Offer1,Web,140.165035,Four-Door Car,Medsize,2,4,4
JU93290,17930.60451,No,Basic,College,1/16/11,Medical Leave,F,21708,Suburban,Divorced,68,28,77,0,2,Offer1,Web,326.4,Four-Door Car,Medsize,2,7,2
GU66096,5457.342569,No,Basic,High School or Below,2/2/11,Employed,M,94731,Suburban,Married,67,23,65,0,4,Offer2,Agent,321.6,Four-Door Car,Medsize,2,7,2
UC33108,6563.644143,No,Extended,Bachelor,2/22/11,Employed,M,32375,Suburban,Married,83,17,83,0,6,Offer1,Agent,398.4,Four-Door Car,Small,2,4,4
LW93867,4812.525221,No,Basic,College,1/3/11,Medical Leave,M,16531,Rural,Married,63,0,40,0,4,Offer1,Web,102.879769,Four-Door Car,Medsize,1,6,5
OU78470,29328.04185,No,Extended,Master,2/27/11,Employed,F,32006,Rural,Single,94,28,7,0,2,Offer2,Call Center,56.868289,Four-Door Car,Medsize,1,1,2
XW90265,5773.520711,No,Basic,Bachelor,2/15/11,Employed,F,81676,Suburban,Married,72,21,86,0,8,Offer1,Agent,463.158502,Two-Door Car,Small,2,7,2
HS67749,6847.1189,No,Extended,College,1/11/11,Employed,M,71038,Rural,Married,86,15,56,0,3,Offer4,Agent,205.444066,Four-Door Car,Medsize,1,6,4
VZ51506,3595.31286,No,Basic,High School or Below,1/21/11,Unemployed,F,0,Suburban,Single,103,20,43,0,1,Offer2,Call Center,741.6,Sports Car,Medsize,1,1,2
UI64281,22855.61209,No,Basic,Master,1/26/11,Medical Leave,F,20832,Rural,Married,65,8,32,0,2,Offer1,Call Center,56.371967,Two-Door Car,Medsize,2,2,3
AE98193,7859.414569,No,Basic,High School or Below,1/1/11,Unemployed,M,0,Suburban,Single,113,19,10,0,7,Offer1,Branch,813.6,SUV,Medsize,2,4,1
AZ74055,4115.577437,No,Premium,High School or Below,2/23/11,Employed,M,52405,Suburban,Married,103,2,27,0,1,Offer4,Call Center,494.4,Four-Door Car,Medsize,2,2,5
XS76911,5029.638777,No,Extended,High School or Below,2/4/11,Unemployed,F,0,Suburban,Married,133,3,89,0,1,Offer1,Agent,795.864079,Sports Car,Small,2,2,2
AY40674,4821.418454,No,Extended,Bachelor,2/6/11,Employed,F,26583,Suburban,Married,128,6,46,4,1,Offer2,Agent,614.4,SUV,Medsize,2,7,1
NA12740,5004.310469,No,Basic,Master,2/10/11,Disabled,M,25486,Rural,Married,65,15,53,0,3,Offer1,Web,72.438681,Two-Door Car,Medsize,3,9,5
UA84837,8630.053943,No,Premium,College,1/2/11,Employed,M,24065,Suburban,Divorced,111,30,1,0,5,Offer1,Branch,532.8,Four-Door Car,Medsize,1,3,2
DJ51510,9322.08512,No,Premium,High School or Below,2/10/11,Employed,F,70435,Rural,Married,116,0,50,0,4,Offer3,Agent,67.881546,Four-Door Car,Medsize,2,2,2
VM58985,16727.56063,No,Extended,College,1/19/11,Unemployed,M,0,Suburban,Single,76,33,36,2,2,Offer3,Branch,402.636829,Two-Door Car,Medsize,2,2,4
OH60605,3652.532435,No,Extended,High School or Below,2/23/11,Employed,F,39679,Suburban,Married,92,2,85,0,1,Offer2,Branch,641.388616,Two-Door Car,Medsize,2,2,5
UO98052,6158.601171,No,Extended,College,1/7/11,Unemployed,M,0,Urban,Single,89,13,45,0,5,Offer1,Web,342.481173,Four-Door Car,Medsize,2,7,3
NC53424,4376.083958,No,Basic,Bachelor,1/14/11,Unemployed,M,0,Suburban,Married,69,21,70,4,3,Offer4,Web,331.2,Two-Door Car,Medsize,2,7,4
LQ13873,5569.456156,No,Basic,High School or Below,2/15/11,Employed,M,53565,Suburban,Married,71,27,34,1,6,Offer1,Agent,340.8,Four-Door Car,Small,2,2,3
LA97014,2576.513006,No,Basic,Bachelor,2/24/11,Employed,M,37574,Suburban,Married,66,19,14,1,1,Offer1,Agent,412.101933,Two-Door Car,Medsize,2,4,1
NB79936,8346.983233,No,Premium,Bachelor,2/2/11,Employed,M,48259,Rural,Single,108,14,79,0,3,Offer1,Branch,73.700573,Two-Door Car,Medsize,2,7,1
NT89061,6323.923864,No,Extended,High School or Below,1/7/11,Employed,F,78532,Suburban,Married,78,25,87,0,3,Offer2,Call Center,374.4,Four-Door Car,Medsize,2,2,2
AF10970,5973.14343,No,Basic,Bachelor,2/28/11,Employed,F,96163,Suburban,Married,73,23,90,0,3,Offer1,Call Center,350.4,Four-Door Car,Medsize,1,1,2
ZG48513,4706.676993,No,Basic,Bachelor,2/17/11,Unemployed,M,0,Suburban,Single,72,0,86,0,7,Offer1,Agent,345.6,Four-Door Car,Medsize,2,7,4
JQ59145,8093.410258,No,Basic,High School or Below,2/12/11,Unemployed,M,0,Suburban,Married,114,9,72,1,5,Offer1,Agent,722.024742,Sports Car,Medsize,2,4,4
FE84989,5035.744643,No,Basic,College,1/9/11,Employed,M,72672,Urban,Married,63,7,39,0,5,Offer2,Call Center,259.361117,Four-Door Car,Large,2,7,1
JT52858,9027.867218,No,Premium,Bachelor,1/10/11,Employed,F,99002,Suburban,Married,112,33,75,1,8,Offer3,Branch,537.6,Four-Door Car,Medsize,2,4,5
MC62068,7288.884849,No,Extended,High School or Below,1/8/11,Employed,M,79494,Urban,Married,91,19,30,0,3,Offer4,Agent,396.295614,Four-Door Car,Large,2,7,4
EU27538,18042.47942,No,Extended,Master,1/25/11,Employed,M,35704,Rural,Married,225,21,35,0,8,Offer1,Branch,358.281562,Luxury Car,Medsize,2,2,5
RH42306,4992.063043,No,Basic,Bachelor,1/27/11,Unemployed,F,0,Suburban,Single,71,6,5,0,3,Offer3,Web,653.388564,Four-Door Car,Small,1,3,2
US23612,9102.267849,No,Premium,High School or Below,1/12/11,Disabled,F,26049,Rural,Married,118,17,6,0,6,Offer1,Call Center,121.032372,Two-Door Car,Large,2,7,5
WV76014,2540.407726,No,Basic,Doctor,1/16/11,Employed,M,70125,Rural,Single,64,21,77,0,1,Offer2,Branch,92.813396,Four-Door Car,Medsize,3,5,2
RK96223,12941.89193,No,Basic,College,1/22/11,Employed,M,52369,Suburban,Married,110,34,49,1,2,Offer1,Agent,528.0,SUV,Medsize,2,2,4
MF82000,2365.348601,No,Basic,Bachelor,1/13/11,Unemployed,F,0,Rural,Married,66,25,51,2,1,Offer2,Branch,159.636956,Four-Door Car,Medsize,3,5,1
FM46980,5720.765064,No,Basic,College,2/11/11,Employed,M,41770,Suburban,Married,72,0,60,0,9,Offer2,Branch,476.156957,Four-Door Car,Small,2,4,2
SY56792,7035.534088,No,Premium,High School or Below,1/4/11,Unemployed,M,0,Suburban,Divorced,101,16,88,0,8,Offer3,Web,727.2,Four-Door Car,Medsize,1,1,5
RF61565,2636.97773,No,Basic,College,1/29/11,Employed,M,31911,Suburban,Married,67,33,27,0,1,Offer2,Agent,321.6,Four-Door Car,Medsize,2,2,4
IM94808,5395.831967,No,Basic,Bachelor,2/28/11,Employed,M,70051,Rural,Married,68,15,69,0,8,Offer4,Web,42.078345,Four-Door Car,Medsize,1,1,3
VI14730,8382.630118,Yes,Basic,High School or Below,2/4/11,Retired,M,19683,Suburban,Married,117,17,41,1,9,Offer1,Web,561.6,Sports Car,Medsize,2,7,5
YR34119,31161.74523,No,Basic,College,2/2/11,Employed,F,30916,Rural,Married,112,7,65,0,2,Offer1,Agent,200.11606,SUV,Small,2,4,1
RR77985,2887.742258,No,Extended,Bachelor,1/3/11,Unemployed,F,0,Suburban,Single,80,24,95,0,1,Offer1,Call Center,676.944023,Four-Door Car,Medsize,2,4,5
VC22097,8714.922135,Yes,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Offer1,Agent,566.4,SUV,Medsize,1,1,1
WV17090,25585.72783,No,Basic,Bachelor,2/1/11,Unemployed,M,0,Suburban,Married,116,0,45,0,2,Offer2,Call Center,830.623064,SUV,Medsize,1,6,4
TM23514,10272.6082,No,Extended,College,1/1/11,Employed,M,60145,Urban,Single,132,8,28,0,3,Offer3,Web,580.473259,SUV,Medsize,2,2,5
MQ68407,4376.363592,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Offer2,Agent,60.036683,Four-Door Car,Medsize,2,2,5
GJ59592,5318.89664,Yes,Basic,Bachelor,1/12/11,Employed,F,25134,Suburban,Married,67,3,0,0,6,Offer2,Call Center,321.6,Four-Door Car,Small,1,3,4
FY56083,4719.762191,No,Basic,Bachelor,2/13/11,Employed,M,37057,Rural,Married,61,5,48,1,6,Offer1,Agent,47.53101,Four-Door Car,Small,2,7,5
UA94723,4428.031583,Yes,Basic,High School or Below,1/29/11,Employed,F,58577,Urban,Married,110,6,62,0,1,Offer1,Agent,303.872752,SUV,Medsize,2,2,5
